NO2,O3,PM10,PM2.5,wind_speed,temperature,solar_radiation,humidity
3.5,53.0,9.6,4.7,3.13,10.4,1.0,91
5.4,53.0,9.7,5.0,3.21,11.2,42.0,88
5.4,57.0,10.0,5.3,2.93,12.7,112.0,83
4.8,62.0,10.0,5.0,2.98,14.6,218.0,77
4.2,63.0,9.7,4.5,3.58,15.8,314.0,70
3.2,63.0,9.1,4.4,3.7,16.1,222.0,67
2.9,67.0,8.5,4.3,3.62,16.5,265.0,65
2.9,69.0,7.5,3.9,3.68,18.0,529.0,59
2.9,70.0,6.7,3.6,3.91,19.0,574.0,54
2.6,72.0,6.0,3.4,4.08,20.1,565.0,53
3.0,72.0,5.6,3.4,4.57,20.0,310.0,55
3.2,73.0,5.5,3.7,4.32,20.5,239.0,54
3.7,73.0,6.3,3.9,3.76,20.0,120.0,57
3.5,73.0,7.0,4.4,3.95,19.7,142.0,59
3.1,76.0,7.7,4.7,4.27,18.9,118.0,64
3.3,76.0,8.9,4.9,4.13,17.5,30.0,72
3.8,77.0,9.6,5.4,4.02,16.5,0.0,76
4.0,78.0,11.0,6.3,4.14,15.9,0.0,78
3.6,78.0,11.9,6.8,4.12,15.2,0.0,81
3.3,77.0,12.7,7.4,3.99,14.9,0.0,86
3.3,73.0,13.2,8.2,3.72,14.4,0.0,91
3.4,69.0,13.4,9.1,3.39,14.6,0.0,94
3.5,65.0,13.8,9.6,3.0,14.9,0.0,96
3.3,61.0,12.9,8.8,2.77,15.1,0.0,96
3.8,58.0,11.6,8.5,2.57,15.1,0.0,97
5.0,53.0,11.1,8.4,2.62,15.2,25.0,95
6.2,49.0,11.0,8.5,2.13,15.9,87.0,90
6.7,48.0,10.9,7.9,1.65,16.6,145.0,84
6.7,51.0,10.1,7.2,0.78,17.5,225.0,80
6.6,54.0,9.5,6.8,1.72,18.3,260.0,77
6.5,55.0,9.6,7.1,1.79,20.4,465.0,65
5.7,56.0,9.8,7.0,1.71,21.4,455.0,59
5.6,58.0,8.3,6.2,2.86,20.8,357.0,67
5.4,58.0,8.4,6.1,2.58,18.9,175.0,77
6.0,60.0,9.1,6.6,1.7,18.5,176.0,75
6.5,60.0,9.6,6.7,1.13,18.0,106.0,75
7.1,60.0,10.0,6.8,1.32,17.9,129.0,76
7.0,63.0,10.3,7.2,1.61,18.1,181.0,72
8.1,59.0,10.1,7.3,1.53,17.8,121.0,73
9.1,56.0,9.5,7.2,1.43,16.5,27.0,82
10.1,57.0,9.9,7.5,1.7,16.0,0.0,86
11.2,55.0,11.7,8.1,2.14,16.1,0.0,88
12.4,50.0,13.5,8.8,2.4,16.0,0.0,92
14.2,45.0,14.7,9.7,2.42,16.1,0.0,93
16.2,48.0,13.5,9.5,2.48,16.2,0.0,92
15.3,47.0,12.7,10.3,2.44,15.9,0.0,91
14.4,47.0,14.5,11.2,2.53,15.9,0.0,93
14.7,44.0,14.1,11.0,2.62,15.9,0.0,93
14.8,50.0,14.9,11.4,2.72,15.6,0.0,93
13.7,56.0,13.4,9.8,3.07,16.2,44.0,91
12.0,62.0,12.7,10.1,3.2,17.5,156.0,83
9.4,65.0,12.6,9.7,3.27,18.5,291.0,77
8.2,67.0,12.8,8.8,3.22,19.5,429.0,71
8.1,67.0,12.7,8.1,3.18,20.5,550.0,65
8.2,69.0,12.9,7.8,3.46,21.5,643.0,60
8.2,70.0,11.7,8.0,3.56,22.4,701.0,57
7.6,72.0,10.8,7.6,3.7,23.1,719.0,54
6.7,81.0,11.1,7.2,3.93,24.0,695.0,49
5.3,89.0,11.1,7.2,3.81,24.2,630.0,49
4.5,98.0,10.5,7.1,3.6,24.1,530.0,50
5.1,102.0,9.5,7.0,3.7,23.9,405.0,51
5.9,101.0,9.1,6.7,3.17,23.1,267.0,54
7.2,97.0,8.9,6.3,2.93,21.9,131.0,62
9.4,87.0,8.5,6.1,3.19,20.3,27.0,70
11.3,82.0,8.4,6.0,2.71,19.6,0.0,75
12.5,82.0,10.3,6.9,3.08,19.5,0.0,76
11.3,72.0,10.2,6.8,3.22,19.2,0.0,75
10.8,67.0,10.4,6.5,2.98,18.8,0.0,76
10.5,64.0,10.3,6.4,2.83,18.2,0.0,77
11.1,60.0,10.0,6.8,2.8,17.3,0.0,81
12.9,57.0,10.6,7.0,3.0,17.0,0.0,84
14.4,55.0,10.9,7.1,3.15,16.9,0.0,85
14.7,55.0,11.1,7.4,3.55,17.0,0.0,85
14.3,54.0,11.6,7.6,3.44,17.7,27.0,82
13.5,60.0,12.2,8.0,3.18,18.5,111.0,80
12.4,65.0,12.7,8.5,3.19,19.1,161.0,77
12.0,68.0,13.7,8.9,3.44,20.7,356.0,71
11.8,70.0,13.8,9.0,3.26,20.5,239.0,73
11.4,70.0,14.2,9.2,3.19,21.9,363.0,67
12.0,72.0,14.0,9.2,3.23,22.5,351.0,65
13.6,72.0,13.8,9.1,1.78,21.5,96.0,71
13.5,74.0,13.7,9.0,1.05,23.6,231.0,64
12.5,92.0,13.6,8.9,2.53,24.5,325.0,60
10.7,100.0,12.8,9.1,3.36,25.2,491.0,57
10.0,103.0,13.4,9.3,3.12,24.8,361.0,60
8.2,105.0,14.4,9.4,3.33,24.4,257.0,63
8.8,103.0,14.4,9.4,3.07,23.4,127.0,68
9.7,96.0,14.0,9.6,2.47,22.0,23.0,74
10.3,88.0,15.2,11.5,1.72,21.1,0.0,79
10.6,86.0,17.5,13.7,1.1,20.4,0.0,84
10.7,84.0,20.2,16.0,0.81,19.9,0.0,86
10.2,89.0,21.8,17.6,0.43,19.5,0.0,88
10.7,71.0,20.7,15.3,0.5,18.9,0.0,89
11.0,67.0,20.2,14.4,1.6,17.4,0.0,94
12.6,59.0,22.0,15.0,2.01,17.1,0.0,94
11.6,52.0,21.6,15.6,2.33,17.0,0.0,95
10.8,48.0,20.3,15.4,2.73,16.9,0.0,96
11.7,51.0,19.6,14.9,2.82,17.5,39.0,95
11.1,60.0,19.3,14.4,2.54,19.0,150.0,86
10.2,71.0,20.1,13.1,2.73,21.0,267.0,74
6.2,75.0,19.8,13.8,3.72,22.6,411.0,66
3.8,85.0,18.5,11.4,4.6,23.6,540.0,63
2.6,83.0,13.2,8.2,4.6,24.4,625.0,57
2.4,87.0,13.3,6.9,4.75,25.3,692.0,52
2.2,89.0,10.1,6.6,5.63,26.6,684.0,45
2.4,88.0,11.4,6.7,6.84,23.8,459.0,59
2.6,92.0,12.6,7.2,6.17,23.0,445.0,63
2.7,102.0,17.9,8.9,5.97,22.5,506.0,63
2.5,103.0,18.9,10.5,6.24,22.8,384.0,60
2.6,101.0,18.1,12.1,6.46,21.0,256.0,69
2.4,101.0,17.6,12.3,6.66,19.5,120.0,73
2.3,96.0,18.0,11.2,6.6,17.7,22.0,77
2.2,88.0,11.6,8.2,6.93,16.8,0.0,78
2.3,76.0,9.9,6.2,6.58,16.0,0.0,79
2.0,71.0,9.5,5.2,6.6,15.4,0.0,81
1.7,66.0,9.7,5.2,6.53,14.7,0.0,84
1.7,64.0,9.2,5.2,6.17,14.3,0.0,84
1.6,66.0,9.2,4.7,6.19,13.8,0.0,81
1.7,66.0,9.1,4.3,6.2,13.5,0.0,80
1.7,64.0,8.2,3.9,6.04,13.4,0.0,78
1.8,61.0,7.8,3.3,5.79,13.2,0.0,79
2.0,57.0,8.5,3.3,5.48,13.4,36.0,80
2.2,57.0,8.5,3.2,4.92,14.4,154.0,76
2.2,58.0,6.8,3.2,4.9,16.1,297.0,69
2.1,59.0,5.2,3.2,4.53,18.0,439.0,61
2.0,62.0,4.7,3.0,3.78,19.5,563.0,53
1.8,67.0,4.6,2.9,3.5,20.5,658.0,48
1.8,73.0,4.3,2.7,3.34,21.2,713.0,45
2.0,76.0,4.3,2.6,3.61,21.6,723.0,44
2.6,77.0,4.1,2.5,3.85,21.6,699.0,43
2.3,77.0,3.8,2.7,4.16,21.5,617.0,44
1.5,74.0,4.6,2.7,4.92,20.6,496.0,48
1.6,71.0,5.8,2.3,5.48,19.5,363.0,53
1.7,71.0,6.8,2.5,5.4,18.2,226.0,59
1.9,69.0,6.8,2.4,5.04,17.2,121.0,62
2.5,66.0,6.4,2.6,3.92,16.1,21.0,68
3.0,64.0,6.4,2.5,3.84,15.1,0.0,73
3.5,62.0,7.1,2.7,4.05,14.2,0.0,78
3.7,60.0,8.3,3.2,4.36,13.4,0.0,84
3.7,56.0,9.5,3.8,4.33,13.0,0.0,88
3.9,52.0,9.2,3.8,3.89,12.6,0.0,89
3.9,52.0,8.9,3.7,3.62,11.4,0.0,91
3.9,50.0,8.4,3.7,3.3,11.1,0.0,92
4.1,48.0,8.1,3.9,3.11,10.9,0.0,93
4.6,46.0,7.9,4.2,2.53,10.9,0.0,93
5.3,45.0,7.8,4.1,2.32,11.3,36.0,92
5.8,42.0,8.0,4.0,1.91,13.1,149.0,85
4.7,43.0,7.2,4.0,1.49,15.8,287.0,73
3.8,50.0,6.9,3.6,1.99,18.0,431.0,58
3.3,56.0,5.9,3.0,2.28,19.2,551.0,55
3.2,64.0,5.0,2.8,2.71,20.4,643.0,51
3.0,69.0,4.3,2.7,3.72,21.0,700.0,41
2.3,75.0,3.6,2.3,3.71,20.9,716.0,42
2.0,78.0,3.4,2.2,3.62,22.0,690.0,38
1.9,81.0,3.3,1.9,3.24,22.2,624.0,39
2.1,82.0,2.9,1.9,2.67,22.5,523.0,39
2.4,81.0,2.8,1.8,2.6,22.5,395.0,39
2.9,79.0,3.0,1.9,2.91,21.6,251.0,43
3.5,77.0,3.3,2.0,3.68,19.8,115.0,49
3.9,73.0,3.6,2.1,3.0,18.5,18.0,52
4.7,68.0,3.5,2.3,3.07,18.0,0.0,54
5.8,63.0,3.6,2.4,3.15,17.2,0.0,59
6.3,60.0,3.9,2.7,3.01,16.3,0.0,67
6.6,57.0,4.2,2.5,2.89,15.7,0.0,68
5.8,58.0,4.2,2.8,2.62,15.2,0.0,65
7.0,54.0,4.4,3.0,1.88,12.8,0.0,72
7.7,49.0,4.5,3.3,1.53,12.3,0.0,72
8.1,45.0,5.2,3.6,1.39,11.6,0.0,75
9.8,41.0,6.0,4.1,1.75,10.8,0.0,80
12.5,37.0,6.5,4.6,2.15,11.4,33.0,78
13.4,43.0,7.4,4.9,1.77,13.9,144.0,67
11.4,47.0,6.2,4.7,1.43,16.8,283.0,55
9.3,53.0,5.3,3.8,1.3,19.0,422.0,46
7.2,65.0,4.9,3.6,1.13,20.5,545.0,43
6.9,73.0,5.2,3.7,0.76,21.8,639.0,41
7.5,80.0,5.0,3.8,0.55,22.7,696.0,39
6.4,85.0,4.8,4.0,1.2,23.3,712.0,38
5.0,86.0,4.5,4.1,1.76,23.8,684.0,38
3.9,91.0,4.5,4.0,2.24,24.0,617.0,39
3.5,89.0,4.3,3.7,2.5,23.9,515.0,41
3.5,87.0,4.1,3.7,3.08,23.4,387.0,42
3.8,82.0,3.9,3.4,3.48,22.4,246.0,41
4.2,77.0,4.2,3.2,3.58,20.9,111.0,45
4.7,70.0,5.1,3.5,3.38,19.4,16.0,50
5.0,67.0,6.0,3.8,2.96,18.5,0.0,58
4.6,62.0,7.2,4.3,3.23,17.3,0.0,74
4.0,60.0,7.1,4.4,3.64,15.9,0.0,81
3.3,62.0,6.9,4.5,3.81,14.5,0.0,88
3.2,58.0,7.2,4.7,3.95,13.8,0.0,92
3.1,57.0,7.4,4.9,4.31,13.4,0.0,94
2.8,57.0,7.4,4.5,4.76,13.6,0.0,94
2.5,60.0,8.4,4.5,5.07,13.9,0.0,89
2.4,67.0,8.4,5.0,5.05,13.6,0.0,89
2.5,69.0,9.2,5.3,5.21,13.8,31.0,87
3.8,67.0,10.2,5.7,5.15,14.9,137.0,80
3.3,65.0,11.0,5.6,5.6,16.3,283.0,73
2.4,66.0,10.6,6.0,5.71,17.9,424.0,65
2.0,68.0,10.3,5.4,5.7,19.2,539.0,60
1.9,73.0,9.3,5.3,5.7,20.4,619.0,57
1.7,76.0,9.4,5.2,5.61,21.2,683.0,54
1.6,77.0,9.4,5.1,5.25,22.0,687.0,51
1.7,76.0,10.1,5.2,4.6,22.4,670.0,52
2.6,77.0,9.5,5.2,4.08,23.1,595.0,49
2.5,83.0,9.6,5.5,4.34,23.6,457.0,46
3.0,82.0,9.2,5.6,5.91,19.5,337.0,68
3.2,82.0,9.3,6.4,6.04,19.1,174.0,67
3.3,79.0,8.5,5.5,5.53,18.3,89.0,66
2.9,70.0,6.7,4.0,4.51,17.9,12.0,64
3.1,65.0,5.9,3.4,4.15,17.0,0.0,67
3.6,61.0,5.8,3.1,4.0,16.5,0.0,68
3.4,59.0,5.5,2.8,4.14,15.9,0.0,69
2.6,61.0,4.9,2.6,3.93,15.8,0.0,68
2.8,60.0,4.2,2.0,3.77,15.4,0.0,63
2.9,61.0,3.7,1.9,3.71,13.9,0.0,73
3.2,61.0,3.6,1.8,3.71,13.5,0.0,71
3.5,55.0,3.5,1.9,3.72,12.8,0.0,77
4.3,52.0,3.7,2.0,3.85,12.6,0.0,81
4.6,50.0,3.7,2.3,4.01,13.4,30.0,77
4.0,51.0,3.6,2.1,3.59,14.9,141.0,69
2.5,54.0,2.7,1.8,4.35,16.4,284.0,60
1.8,57.0,2.4,1.5,4.32,17.4,425.0,55
1.4,59.0,2.4,1.3,4.28,18.2,548.0,49
1.1,63.0,2.4,1.3,4.27,18.8,643.0,46
1.2,65.0,2.4,1.3,4.35,19.2,701.0,40
1.2,69.0,2.4,1.4,4.62,19.4,718.0,37
1.2,69.0,2.2,1.5,4.35,19.7,690.0,33
1.4,69.0,2.3,1.5,3.93,19.8,622.0,34
1.6,70.0,2.5,1.5,3.42,20.0,516.0,35
1.8,68.0,2.8,1.6,3.05,19.4,359.0,38
2.2,68.0,2.9,1.8,2.94,18.4,226.0,41
3.3,70.0,2.9,1.8,2.3,17.4,97.0,45
4.6,64.0,3.4,1.9,1.55,15.9,13.0,55
6.4,54.0,3.8,2.1,0.56,14.8,0.0,71
10.1,44.0,5.0,2.6,0.6,14.1,0.0,70
10.6,43.0,5.1,2.8,2.55,13.0,0.0,73
7.4,49.0,4.6,2.8,3.11,12.6,0.0,69
5.2,53.0,4.7,2.7,3.34,12.4,0.0,68
3.8,55.0,6.0,2.9,3.91,12.6,0.0,73
3.2,57.0,7.4,3.4,4.15,11.4,0.0,85
2.9,55.0,9.5,3.7,4.16,10.9,0.0,89
2.7,54.0,9.4,3.7,4.11,10.6,0.0,88
4.0,51.0,9.2,3.6,4.47,11.1,26.0,80
4.1,51.0,8.4,3.4,4.56,12.9,136.0,70
3.1,53.0,8.0,3.5,6.07,14.5,264.0,59
2.1,56.0,6.0,3.0,6.76,15.7,395.0,50
1.8,60.0,5.2,2.9,5.58,16.8,471.0,46
1.6,64.0,4.4,2.5,5.17,16.9,312.0,50
1.6,67.0,4.2,2.4,4.73,17.0,407.0,50
1.7,70.0,3.3,1.9,4.75,17.9,567.0,46
1.7,70.0,3.5,2.2,4.87,18.4,584.0,49
2.0,73.0,3.6,2.2,5.07,18.5,542.0,46
2.4,72.0,3.4,2.1,5.22,18.0,454.0,47
2.3,70.0,3.3,2.1,5.16,17.4,336.0,49
2.4,66.0,3.2,2.1,4.9,16.5,205.0,51
2.5,62.0,3.0,2.0,4.26,15.5,90.0,54
2.8,61.0,2.9,2.0,3.85,14.2,11.0,59
3.7,58.0,3.0,2.0,3.91,13.1,0.0,64
3.8,55.0,3.1,2.1,3.9,12.2,0.0,68
3.6,54.0,3.3,2.1,3.68,11.6,0.0,73
3.2,54.0,4.4,2.2,3.57,10.9,0.0,78
2.7,58.0,5.9,2.6,4.4,10.7,0.0,81
2.7,56.0,7.8,2.7,5.26,10.1,0.0,81
2.3,56.0,8.7,2.8,5.43,10.7,0.0,80
2.1,54.0,7.9,2.4,5.33,10.8,0.0,78
2.1,57.0,7.9,2.6,4.86,10.8,0.0,78
2.5,59.0,7.4,2.8,5.52,11.6,24.0,74
3.0,62.0,7.7,3.2,5.81,13.0,116.0,67
2.2,60.0,7.6,3.0,7.98,14.1,254.0,62
1.7,61.0,5.8,2.5,8.17,15.0,355.0,56
1.4,63.0,4.8,2.3,7.83,16.1,497.0,50
1.2,66.0,5.2,2.3,7.81,16.9,586.0,45
1.1,68.0,5.4,2.3,7.85,17.4,605.0,42
1.1,71.0,6.0,2.5,8.23,17.6,615.0,40
1.2,74.0,6.4,2.5,7.98,17.6,570.0,39
1.4,76.0,6.8,2.7,7.85,17.4,490.0,39
1.5,75.0,7.3,2.9,7.56,16.9,406.0,41
1.6,74.0,7.8,2.9,7.43,16.4,331.0,43
1.6,73.0,7.9,2.9,6.97,15.2,214.0,50
1.7,71.0,9.0,3.2,6.07,14.1,89.0,58
1.9,68.0,9.3,3.3,5.57,13.1,9.0,64
2.0,65.0,9.0,3.6,5.47,12.4,0.0,67
2.0,62.0,9.4,3.6,5.47,12.1,0.0,68
2.1,60.0,9.6,3.4,5.37,11.7,0.0,70
2.0,55.0,9.5,3.1,5.37,11.5,0.0,71
2.0,52.0,7.8,2.8,5.4,11.2,0.0,73
2.0,51.0,8.0,2.6,5.14,10.3,0.0,79
2.1,49.0,7.8,2.5,5.07,10.1,0.0,81
2.5,47.0,6.8,2.6,4.77,9.9,0.0,84
3.0,44.0,5.6,2.6,3.71,9.5,0.0,88
3.5,42.0,5.0,2.8,3.51,9.6,22.0,88
4.0,43.0,4.6,2.8,3.3,10.9,124.0,82
3.3,45.0,3.7,2.2,3.87,12.6,265.0,68
2.5,46.0,2.8,1.4,4.25,13.7,361.0,61
1.7,51.0,2.5,1.4,5.82,15.0,523.0,49
1.2,53.0,2.5,1.1,5.73,15.9,552.0,44
1.1,55.0,2.4,1.3,6.0,17.1,613.0,37
1.3,59.0,2.5,1.5,4.89,17.8,580.0,34
1.2,62.0,2.3,1.3,4.73,18.6,627.0,31
1.1,62.0,2.1,1.1,4.97,18.5,581.0,33
1.1,61.0,2.1,1.1,5.31,17.8,444.0,36
1.2,61.0,2.2,1.1,5.38,17.0,369.0,39
1.6,61.0,2.1,1.0,4.84,16.2,225.0,42
2.1,61.0,2.1,1.1,3.57,14.9,96.0,47
3.0,56.0,2.1,1.4,3.39,13.1,8.0,54
3.5,52.0,2.3,1.4,3.79,12.1,0.0,56
4.7,51.0,2.9,1.5,4.32,11.4,0.0,62
3.9,52.0,3.3,1.8,4.4,10.9,0.0,74
3.3,48.0,3.5,2.0,4.47,10.8,0.0,83
3.0,50.0,4.4,2.3,4.45,10.7,0.0,87
2.5,51.0,5.1,2.4,4.5,9.0,0.0,88
2.4,52.0,6.4,2.4,4.77,9.1,0.0,89
2.3,51.0,6.9,2.7,4.92,9.5,0.0,88
2.3,53.0,8.4,3.1,4.93,9.9,0.0,86
2.4,53.0,8.2,3.2,5.01,10.6,21.0,83
2.4,53.0,8.0,3.2,4.29,12.2,123.0,78
2.0,56.0,8.0,2.9,4.82,14.1,262.0,73
1.6,58.0,7.0,2.7,5.56,16.0,404.0,65
1.5,61.0,5.9,2.6,5.5,17.5,532.0,56
1.3,61.0,5.5,2.5,5.3,18.6,627.0,51
1.3,65.0,5.0,2.3,5.19,19.6,676.0,47
1.1,66.0,4.2,1.8,5.28,20.0,647.0,46
1.0,66.0,4.0,1.8,5.48,20.1,579.0,40
1.0,67.0,4.0,1.9,5.88,19.7,444.0,41
1.1,68.0,4.1,2.0,6.62,19.0,391.0,44
1.5,69.0,4.6,2.0,6.65,17.3,266.0,55
1.6,70.0,5.1,2.0,6.18,16.4,210.0,57
1.8,68.0,5.7,2.1,5.23,15.4,88.0,62
2.3,66.0,6.6,2.7,4.99,14.4,7.0,66
2.5,64.0,7.4,2.6,4.88,13.5,0.0,72
2.5,62.0,8.0,2.6,4.7,13.0,0.0,75
2.3,62.0,7.9,2.7,4.72,12.4,0.0,79
2.5,61.0,8.2,2.8,4.98,12.0,0.0,83
2.3,59.0,9.2,3.0,5.11,11.6,0.0,84
2.3,60.0,8.5,3.1,4.89,11.4,0.0,80
2.3,60.0,7.7,2.9,4.87,11.3,0.0,81
2.1,60.0,9.0,3.0,4.9,11.1,0.0,82
2.2,61.0,8.3,2.9,4.68,11.0,0.0,83
2.8,61.0,7.8,3.0,4.67,11.4,19.0,80
3.2,62.0,7.8,3.1,5.07,13.0,123.0,71
2.8,64.0,7.4,2.7,6.45,14.4,253.0,65
2.1,68.0,7.0,2.6,7.03,15.8,373.0,56
1.9,68.0,6.4,2.7,6.53,17.0,461.0,51
1.7,70.0,5.8,2.6,6.09,17.9,551.0,50
1.6,71.0,5.5,2.5,6.13,18.9,684.0,47
1.5,73.0,5.3,2.6,5.81,19.5,690.0,45
1.7,74.0,5.1,2.8,5.09,20.2,570.0,41
2.3,74.0,5.0,2.6,5.12,20.5,506.0,40
2.3,74.0,4.5,2.7,5.13,20.2,388.0,41
2.7,75.0,4.4,2.6,5.71,19.8,278.0,42
3.0,74.0,4.9,2.8,5.27,18.6,156.0,50
3.4,70.0,5.2,3.0,3.55,17.1,74.0,61
5.2,66.0,5.4,3.0,2.55,15.9,4.0,68
6.7,60.0,5.7,3.2,2.3,14.7,0.0,74
7.2,55.0,5.9,3.4,2.51,13.5,0.0,79
6.6,52.0,6.4,3.7,3.04,12.1,0.0,84
6.6,46.0,6.2,4.0,3.02,11.2,0.0,88
5.3,49.0,6.4,4.0,2.98,10.6,0.0,92
5.2,56.0,7.0,4.3,2.55,9.1,0.0,94
5.6,53.0,6.5,4.5,2.42,8.6,0.0,95
6.2,50.0,6.5,4.5,2.4,8.4,0.0,96
6.9,48.0,6.5,4.9,1.93,8.1,0.0,96
11.4,42.0,7.6,5.1,1.9,8.4,17.0,96
13.2,39.0,7.9,5.6,1.58,10.2,110.0,91
11.9,46.0,8.4,5.1,1.48,13.2,243.0,80
8.9,58.0,7.8,4.5,1.68,15.5,382.0,73
5.5,67.0,7.5,3.7,2.19,17.6,491.0,63
4.9,74.0,6.5,3.6,1.88,18.6,440.0,59
4.4,77.0,6.7,3.9,1.58,19.5,435.0,56
4.2,78.0,7.7,4.4,2.46,20.0,489.0,56
4.6,81.0,9.5,5.4,2.67,19.4,348.0,64
4.3,83.0,9.2,6.2,3.08,19.9,386.0,62
4.3,85.0,8.0,6.0,3.32,19.8,324.0,63
4.3,85.0,8.0,5.2,3.41,18.8,178.0,70
5.1,83.0,8.1,4.9,3.31,18.0,135.0,74
6.4,81.0,7.8,4.7,2.8,17.1,51.0,78
7.5,80.0,7.7,4.6,2.8,16.4,3.0,84
7.9,77.0,8.2,4.9,2.38,16.2,0.0,87
8.9,75.0,9.7,5.7,2.44,15.8,0.0,92
7.8,69.0,9.8,6.1,2.54,16.0,0.0,90
6.2,70.0,11.0,7.4,3.38,15.9,0.0,89
6.8,72.0,11.1,8.5,3.67,15.4,0.0,90
5.7,72.0,10.0,7.0,3.62,15.7,0.0,90
5.9,73.0,10.9,7.1,3.79,15.8,0.0,87
5.9,72.0,10.0,6.6,4.24,15.8,0.0,86
6.6,69.0,9.3,5.1,4.67,16.2,0.0,82
8.0,67.0,7.9,4.5,4.84,16.2,8.0,80
7.2,68.0,7.8,4.6,5.06,16.8,71.0,76
6.9,69.0,7.7,4.3,4.92,17.4,118.0,72
6.4,70.0,7.5,4.2,5.15,17.4,91.0,74
6.7,71.0,7.5,4.2,5.97,18.4,178.0,65
6.5,73.0,7.8,4.4,6.9,19.7,466.0,60
6.2,75.0,8.5,4.9,6.74,20.0,450.0,58
5.6,80.0,9.0,5.8,6.17,20.7,533.0,58
5.9,84.0,10.2,7.2,5.52,21.5,524.0,56
6.0,88.0,12.7,7.6,4.92,22.1,525.0,57
5.5,95.0,11.3,7.0,3.6,21.9,338.0,60
6.2,81.0,10.6,7.2,4.07,20.0,208.0,67
6.8,74.0,10.8,6.5,1.95,20.2,148.0,68
7.9,69.0,11.2,6.3,1.27,19.9,48.0,70
8.4,65.0,10.4,6.4,2.7,18.6,3.0,77
8.2,63.0,10.9,5.7,3.82,17.5,0.0,83
7.6,63.0,11.4,6.0,2.83,16.7,0.0,92
7.5,61.0,12.8,6.2,2.8,16.5,0.0,93
8.8,57.0,12.9,7.3,2.83,15.8,0.0,94
10.1,49.0,15.3,9.8,2.33,15.2,0.0,94
10.0,49.0,19.4,12.7,2.12,13.9,0.0,96
9.9,49.0,19.5,14.1,1.71,13.3,0.0,96
10.2,43.0,20.2,14.8,1.29,12.8,0.0,98
11.8,39.0,21.8,15.7,0.8,12.1,0.0,99
15.0,30.0,21.5,16.6,0.72,12.1,12.0,98
19.4,28.0,20.6,15.5,1.28,13.4,84.0,98
16.5,33.0,19.1,14.4,1.22,15.8,201.0,92
14.3,51.0,18.8,12.7,1.95,17.9,335.0,83
11.7,54.0,18.9,13.7,3.32,19.0,429.0,76
12.8,58.0,19.1,13.4,3.38,19.5,434.0,71
10.6,61.0,20.2,12.9,3.52,20.0,478.0,70
7.7,69.0,20.7,11.9,3.64,20.0,450.0,70
6.6,80.0,21.0,12.4,4.8,20.0,465.0,72
6.0,84.0,19.9,11.6,4.01,20.2,350.0,69
6.9,89.0,16.6,10.8,4.35,19.8,219.0,71
7.1,89.0,15.3,9.8,3.24,19.2,97.0,75
7.3,88.0,14.1,8.7,4.5,18.5,49.0,83
8.0,90.0,11.3,7.7,3.18,18.4,39.0,83
9.2,94.0,10.9,7.2,3.8,17.8,1.0,86
10.8,88.0,9.7,8.2,4.5,17.5,0.0,89
11.7,86.0,9.7,8.0,3.38,17.4,0.0,91
11.2,80.0,10.6,8.9,3.55,17.0,0.0,95
11.1,74.0,12.5,10.2,3.2,16.8,0.0,96
11.9,69.0,13.6,10.9,2.62,16.5,0.0,98
11.5,66.0,15.8,13.1,2.21,16.1,0.0,98
10.2,61.0,17.7,15.4,1.45,15.8,0.0,98
9.3,61.0,19.7,17.0,0.51,14.9,0.0,99
9.6,59.0,20.7,18.3,1.76,14.6,0.0,99
11.1,56.0,21.6,18.4,1.98,14.9,10.0,98
13.9,52.0,22.6,18.7,2.27,15.6,75.0,95
9.7,56.0,21.9,19.8,3.09,16.5,185.0,89
7.8,64.0,17.3,12.8,3.56,17.6,287.0,83
6.2,67.0,12.8,9.9,3.39,18.9,402.0,74
5.2,74.0,10.0,3.9,3.4,19.7,536.0,67
4.7,79.0,7.8,3.5,2.82,20.4,563.0,62
4.5,79.0,8.1,3.7,2.65,21.3,610.0,55
4.5,78.0,8.3,4.1,2.91,21.1,436.0,51
4.8,79.0,9.3,4.6,3.45,20.2,232.0,59
5.5,75.0,11.7,5.6,3.04,20.0,174.0,59
5.4,73.0,11.7,6.4,3.03,19.8,235.0,60
6.5,71.0,13.1,6.4,2.62,18.9,140.0,71
7.6,63.0,12.8,6.1,2.34,17.6,59.0,79
8.3,66.0,12.3,6.1,2.55,16.7,2.0,81
8.6,70.0,11.0,6.2,2.21,16.1,0.0,82
9.0,67.0,11.2,6.5,1.8,15.8,0.0,84
8.6,64.0,12.2,7.9,2.37,15.4,0.0,86
8.5,63.0,12.9,8.0,1.91,15.0,0.0,87
8.5,59.0,12.4,7.5,1.56,14.6,0.0,90
9.7,58.0,10.1,6.8,3.01,15.4,0.0,89
11.1,52.0,9.8,6.3,3.21,15.4,0.0,90
11.1,58.0,9.8,6.2,3.57,15.4,0.0,88
8.2,62.0,12.7,7.7,3.92,15.4,0.0,89
7.7,63.0,12.1,10.6,3.86,15.7,9.0,85
7.9,64.0,12.0,9.4,4.26,16.4,66.0,81
7.1,68.0,10.5,8.2,3.97,17.0,144.0,81
6.6,69.0,10.0,8.1,5.04,17.8,282.0,81
6.9,72.0,10.4,7.4,3.15,17.4,282.0,85
6.5,72.0,11.8,9.1,3.86,18.4,331.0,79
5.4,79.0,12.8,10.7,3.57,19.7,543.0,73
4.0,86.0,10.8,7.0,3.81,20.3,471.0,66
